Item_No,Item,rho,p
42,42. Impactful,0.3515124761766134,3.0414662272642735e-59
52,52. Comprehensive,0.32580575006560325,1.123303279200084e-50
51,51. Insightful,0.3176955957865672,3.8649088480396484e-48
3,3. Well written,0.3139643341483356,5.346694708872813e-47
53,53. Persuasive,0.30334074923437404,7.724031362725504e-44
46,46. Coherent,0.2995504417293474,9.633394054211997e-43
43,43. Authoritative,0.29619868260615756,8.695709299482145e-42
47,47. Structured,0.28923312175471905,7.666027327002087e-40
50,50. Relevant,0.2839705120003459,2.081350371152984e-38
60,60. Engaging,0.283407828582231,2.9500609367164623e-38
34,34. Exciting,0.27295445911625205,1.6632149904984759e-35
58,58. Rigorous,0.2553273444631267,3.9183590697490764e-31
45,45. Original,0.23645237527252475,8.180163191992869e-27
49,49. Objective,0.2340441466341675,2.738557924680642e-26
57,57. Innovative,0.23032804091339243,1.7207119046422905e-25
55,55. Methodical,0.21534567361520648,2.0554668367142338e-22
40,40. Well-sourced,0.19754985170287165,4.782673611291058e-19
44,44. Balanced,0.19314835835254962,2.9168246734755545e-18
2,2. Empirical,0.1916504580983878,5.344307403657747e-18
48,48. Replicable,0.1759368761650539,2.279426755116174e-15
38,38. Provocative,0.17095256344453533,1.3910420683374031e-14
31,31. To the point,0.14722843843236397,3.684896085848343e-11
18,18. Non-replicable,0.11906684670319959,9.268549982275535e-08
39,39. Technical,0.10752684473146418,1.437601062537591e-06
54,54. Concise,0.10636271869431128,1.86766868119098e-06
56,56. Accessible,0.07082472580037515,0.0015276538913440718
5,5. Easy to understand,0.06348262108410285,0.00450966848251275
37,37. Hypothesis-driven,0.05741915577689751,0.010217613658889475
59,59. Controversial,0.054806033712103436,0.014233712483117687
36,36. Ethical,0.05382120216923001,0.01607548046487094
6,6. Unethical,0.01805131575295427,0.4197584263713957
14,14. Unbalanced,-0.016825104673411008,0.4520364020217288
35,35. Difficult to understand,-0.024038613372939888,0.28258850279211833
41,41. Interdisciplinary,-0.03392409243659767,0.12936276195536936
26,26. Inaccessible,-0.04426363974433344,0.047786441539861765
32,32. Theoretical,-0.05550805538890463,0.0130369623684527
9,9. Nontechnical,-0.06416876235840911,0.004093319288735369
7,7. Speculation-driven,-0.08258470053466321,0.00021789783618654139
1,1. Circumlocutory,-0.10578025472251577,2.126809715320152e-06
24,24. Verbose,-0.11221698583016344,4.872740287150611e-07
10,10. Poorly-sourced,-0.12227347956151491,4.125082051065227e-08
19,19. Subjective,-0.17466104113748573,3.640085446016165e-15
27,27. Conventional,-0.19109516620653713,6.680907076165042e-18
16,16. Incoherent,-0.19335179304789424,2.685516941677242e-18
17,17. Unstructured,-0.19739474376022226,5.101054243335175e-19
20,20. Irrelevant,-0.20888390246815872,3.725962171045894e-21
15,15. Derivative,-0.2130444649268683,5.831129634694035e-22
25,25. Haphazard,-0.22205958423265318,9.1559956755034e-24
28,28. Lax,-0.2246971588737579,2.621706582041779e-24
29,29. Uncontroversial,-0.22545314824865237,1.8265336833945147e-24
13,13. Unreliable,-0.23661543409015662,7.533855252643135e-27
33,33. Not well written,-0.23931820049277688,1.9079883140577717e-27
8,8. Unprovocative,-0.24550152819602516,7.723927178592043e-29
22,22. Superficial,-0.25330432802915104,1.185242516183562e-30
21,21. Uninsightful,-0.2564569681694134,2.102884164654047e-31
11,11. Narrow,-0.26823646523938155,2.6530299282183546e-34
23,23. Unconvincing,-0.27011577162762884,8.861606207967763e-35
4,4. Dull,-0.2805587309964357,1.7041659776606155e-37
30,30. Disengaging,-0.29455565758828167,2.5296629952317247e-41
12,12. Inconsequential,-0.30386388497062666,5.436192831261238e-44
